White Rating,Black Rating,accdiff,misdiff,blundiff,Winner
1505,1415,-4,0,-1,White
1150,1113,-3,3,-2,Black
1385,1392,-2,1,-1,White
2295,2062,0,3,1,Black
2009,1258,0,0,-1,White
2157,2009,-2,-3,0,White
1531,2009,-1,1,2,Black
1438,1379,5,-1,3,Black
1437,1413,2,0,-2,White
1163,1216,0,0,-1,White
1473,1379,-4,2,1,Black
1491,1411,5,-2,-3,White
1843,1789,0,1,1,Black
1402,1471,-4,0,2,Black
1462,1374,3,0,-1,Draw
1861,2245,4,0,1,Black
1899,1884,-4,0,0,White
1851,1878,-2,1,2,Black
1301,1333,5,3,-2,Black
1317,1421,4,1,1,Black
1412,1325,-2,-1,-2,White
1408,1388,1,2,-3,White
1891,1222,-1,-2,-1,White
1700,1224,-3,-1,-1,White
1753,1846,1,-3,1,Black
2047,1968,2,0,1,Black
1965,2474,3,2,1,Black
1965,1845,0,2,1,Black
1377,1624,4,0,2,Black
1379,1500,1,0,2,Black
1534,1466,-1,0,0,White
1482,1724,-2,1,2,Black
1425,1758,-1,3,1,Black
1747,1429,3,-2,-1,White
1330,1335,-1,-1,0,White
1500,1414,-3,1,0,White
2333,2169,-1,-2,-1,White
2146,2165,-1,1,0,White
2025,2138,0,2,1,Black
2187,2114,-2,0,-1,White
2120,2071,0,2,-1,Black
1913,1908,0,1,0,White
1712,1870,2,0,1,Black
1851,1820,1,-1,0,White
1500,1370,-3,0,-1,White
1370,1500,1,0,3,Black
1311,1368,1,-1,0,Black
1369,2070,-2,-3,-1,Black
1344,1961,-4,0,-1,White
1880,1320,8,2,0,Black
2651,2257,0,-2,3,Black
1964,2060,-4,-2,2,Black
2075,2102,-2,-2,1,Black
2086,2069,0,1,3,Black
2063,2056,-2,1,0,White
2053,2057,1,3,-1,Black
1589,1437,2,1,1,Black
1159,1574,4,0,1,Black
1500,1203,1,0,0,Black
2415,2326,2,0,2,Black
2331,2376,3,-1,1,Black
2360,2327,0,0,-1,White
2326,2354,0,0,1,Black
2267,2209,0,0,-1,White
2229,2262,-2,-2,-1,White
1747,1729,0,0,-1,White
1423,1755,2,1,1,Black
1418,1578,2,2,0,Black
1159,1165,3,-1,-1,Black
1046,1196,1,-1,0,White
1407,1468,-1,1,2,Black
1343,1276,4,-1,-1,White
1663,2047,4,3,1,Black
1509,1657,-1,-1,0,Black
1658,1831,2,-1,1,Black
1596,1689,3,0,1,Black
1680,1654,-2,0,1,White
1626,1671,2,1,1,Black
1661,1655,0,-1,-1,White
1677,1649,1,0,1,Black
1620,1639,3,1,1,Black
1655,1480,-1,-1,-1,Black
1643,1651,-4,0,-1,White
1674,1629,2,1,1,Black
1455,1622,3,1,2,Black
1630,1547,0,0,-3,Black
1702,1730,-3,0,-1,White
1842,1743,0,1,1,Black
1582,1565,1,1,2,Black
1724,1974,-3,2,1,Black
1959,1729,-5,0,-2,White
1959,1961,6,-1,0,Black
1817,1930,4,-1,2,Black
1963,1953,2,2,0,White
1516,1516,-2,-1,1,Black
1527,1545,1,3,2,Black
1661,1661,-4,0,-1,White
1581,1609,-2,2,0,White
1577,1591,-2,0,-1,White
1996,1858,4,-1,1,Black
1693,1501,-3,0,-1,White
1533,1538,-1,3,1,Black
1965,1707,2,2,0,Black
1625,1500,-1,0,-1,White
1648,1659,4,1,1,Black
1749,1767,1,1,2,Black
1749,1329,5,0,1,Black
1749,1739,0,2,1,Black
1749,1736,-1,0,-2,White
1506,1203,-2,-1,-1,White
1506,1500,3,0,0,Black
1829,1812,2,1,2,Black
1347,1800,1,1,1,Black
1394,1722,2,2,0,Black
1400,1500,5,2,2,Black
1777,1732,0,0,1,Black
1751,1745,2,-2,-1,White
1755,1849,1,0,1,Black
1821,1744,3,-1,0,Draw
1789,1734,3,0,0,Draw
1471,1472,-1,-1,-1,Black
1396,1339,-3,-1,-1,White
1510,1358,-1,2,0,White
1257,1180,1,-3,1,White
1780,1691,-1,-1,-1,White
1822,1766,1,0,2,Black
2122,1769,-4,-1,-1,White
1888,1994,0,2,1,Black
2044,2133,3,2,-2,Black
1776,1325,6,-3,-2,White
1567,1762,-2,1,1,Black
1575,1765,-2,-2,-1,White
1743,1703,0,2,-3,White
1723,1632,0,0,0,White
1702,1419,-3,1,0,Black
1426,1712,1,0,-2,White
1495,1706,1,2,2,Black
1704,1576,1,1,-1,Black
1574,1681,1,0,-1,White
1908,1492,-3,1,-1,White
1500,1492,-3,0,-1,White
1050,1492,0,1,0,White
1370,1412,3,0,1,Black
1454,1583,3,-1,2,Black
1275,1602,-5,-1,2,Black
1626,1579,-2,-1,-1,White
1626,1624,-3,-1,-1,White
1813,1856,-6,4,-2,White
2180,1856,1,-2,0,White
1666,1831,5,1,0,Black
1441,1828,-1,-1,-1,Black
1580,1771,2,2,0,White
1841,1861,5,2,-1,Draw
1953,1823,-3,-7,1,White
1962,1815,-1,-1,-1,White
1599,1434,-1,-2,-1,White
2212,2043,3,-2,-2,White
1536,2063,-1,0,3,Black
2077,2003,0,0,1,Black
1684,2075,1,0,3,Black
2089,1975,3,1,2,Black
2095,2298,-2,0,2,Black
1586,1602,-1,-1,-3,White
1548,1569,0,-3,-2,White
2047,1560,-3,-1,-1,White
2133,1223,2,-2,-2,White
1972,1838,-2,2,1,Black
1809,920,-1,-2,-1,White
1736,2044,0,-1,-1,White
1793,1630,-3,0,-2,White
2198,2147,0,0,2,Black
2132,2031,-4,0,-1,White
2126,2030,1,0,0,White
1576,1551,2,-1,1,White
2059,1512,3,-3,2,Draw
1636,1556,0,-3,0,White
1556,1596,-2,-1,-1,White
1523,1510,3,0,1,Black
1678,1720,0,2,1,Black
2013,1965,-2,-1,-1,White
2317,1965,8,-1,1,Black
1965,2317,0,-1,-1,White
1906,1871,1,3,0,Black
1976,1787,-1,1,2,Black
2049,2018,-3,-1,0,White
2038,2057,-4,0,-1,White
2129,2064,-2,0,-2,White
1750,2051,3,0,0,Black
2045,1906,-1,0,-2,White
2037,1994,0,0,2,White
1957,2029,0,0,3,Black
2054,2028,0,-4,1,Draw
1191,1402,0,1,1,Black
1883,1930,0,3,-1,Black
1935,1903,2,0,0,Black
1928,2002,-1,3,1,Black
2013,1981,0,-2,1,Black
1960,1968,-1,1,-2,White
1958,1983,1,1,-2,White
1931,1961,2,-6,0,White
2007,1899,3,0,1,Black
1874,1855,-4,0,-1,White
1651,1256,-1,-1,-1,White
1146,1253,-2,0,1,Black
1662,1250,1,1,-2,White
1261,1328,1,0,3,Black
1857,1443,0,-1,-1,White
1498,1492,0,0,-1,White
1165,1227,2,-3,-1,White
2221,2267,-5,-1,0,White
2210,2227,-4,-1,-1,White
1930,2206,2,2,1,Black
2201,1934,-4,-1,0,White
1938,2197,4,1,1,Black
2193,1942,-1,0,-1,White
2188,1946,-4,0,0,White
1951,2183,2,1,1,Black
2049,2175,3,2,0,Black
2171,1921,0,-1,-1,White
1787,1993,2,2,1,Black
1926,1772,5,1,0,Black
1756,1943,-1,-3,0,White
1941,1740,0,0,2,Black
1734,1725,-3,-1,-1,Black
1745,1733,1,0,-1,Black
1736,1697,-4,0,-1,White
1633,1728,3,0,1,Black
1500,1500,1,-1,-2,White
1500,1500,1,1,1,Black
1530,1957,5,-1,2,Black
1954,1283,0,-3,1,White
1924,1693,-2,-1,0,White
1921,1350,-1,0,0,White
1500,1985,5,1,1,Black
1736,1800,-2,-1,-1,White
1734,1318,-1,-1,-1,White
1726,1680,-3,1,1,Black
1721,1698,-2,-1,0,White
1532,1725,-2,-3,0,White
1508,1720,8,3,-1,Black
1708,1896,-4,-1,1,White
2164,2085,-6,1,1,Draw
2182,2161,5,-2,3,Black
2263,2169,0,1,-1,White
2120,2169,-4,1,-1,White
2192,2245,1,1,-1,White
2239,2256,-2,0,0,White
1748,1951,1,0,3,Black
1801,1849,1,3,0,Black
1794,1629,-1,-3,-1,White
1786,1630,2,1,1,White
1916,1913,3,0,1,White
1908,1848,4,0,-1,White
1842,1847,2,4,-1,Black
2016,2034,1,-2,2,Black
1835,1999,-2,1,1,Black
1978,1962,-4,1,-1,White
1936,1989,6,3,-2,White
1852,1848,1,0,2,Black
1404,1793,3,1,1,Black
1536,1649,3,1,1,Black
1669,1519,-2,3,2,Black
1697,1635,3,-1,1,Black
1774,1610,4,0,1,Black
1609,1416,-1,0,-1,White
1404,1351,-4,2,-1,White
1388,1395,-4,-1,0,Black
1367,1392,2,-2,-1,White
1923,1778,-3,1,-1,Black
1923,2017,-2,0,-1,White
2031,1908,-1,4,0,Black
1979,1894,1,0,2,Black
1879,1993,0,-2,-2,White
2252,2250,-1,-2,1,White
2252,2219,1,1,-1,White
1470,1485,-2,0,1,Black
1887,1500,-2,0,0,White
1805,1778,-1,0,1,Black
1500,1519,1,2,-2,White
2175,2111,-4,2,-2,White
1047,1252,0,-2,0,White
991,978,1,1,-1,Black
884,938,-4,3,-1,White
1179,1190,2,0,1,Black
2068,2112,2,1,1,Black
2099,2059,-1,0,-1,White
2111,1694,-1,1,-2,White
1878,2104,2,3,2,Black
2056,2099,0,1,1,Black
1830,1846,1,-4,-1,White
1843,1846,-1,-2,0,Draw
1132,1077,-3,-1,-2,White
1467,1563,1,-2,1,White
1810,1607,1,0,-2,White
1982,1368,-3,-2,0,White
1454,1450,0,-2,0,White
1451,1429,-1,1,-2,White
1520,1426,1,0,1,Black
1527,1397,-1,-1,2,Black
1974,1960,0,-1,2,Black
1966,1970,-4,3,0,White
2045,1948,-1,0,0,White
2032,1922,-1,3,2,Black
1914,2040,-1,-2,-1,White
2048,1906,1,-2,2,Black
1903,2040,2,2,0,Black
1906,2036,8,1,1,Black
2088,2029,3,0,1,Black
1506,1560,7,1,0,Black
1282,1344,2,0,-1,White
1181,1179,-1,0,-1,White
1498,1411,-1,-2,1,White
2097,2069,-2,-1,-1,White
2074,2125,-4,1,-2,White
2184,2059,0,0,1,Black
2067,2159,0,3,0,Black
2070,2074,0,-1,-1,White
1929,2062,0,0,2,Black
1985,2052,0,0,1,Black
1874,2007,-1,2,1,Black
1849,1903,-3,0,-2,White
1816,1820,-1,0,-1,White
1801,1778,4,1,0,Black
1734,1784,-3,-1,0,White
1696,1652,-1,0,0,White
1581,1601,-2,3,-2,White
1539,1500,-1,-1,-1,White
1421,1696,-3,0,-1,White
1317,1423,0,0,-1,White
1996,1707,2,0,1,Black
1996,1640,4,1,0,Black
1682,1733,2,1,0,Black
1682,1015,0,0,1,Black
1715,1682,-1,0,-2,White
2323,1682,-2,0,0,Black
1994,2041,2,0,-1,White
2320,1979,-1,0,2,Black
2292,1975,3,-2,0,White
1528,1563,1,0,-2,White
1791,1569,6,1,-4,White
1575,1783,0,4,0,Black
1869,2260,3,1,1,Black
1878,1962,1,1,1,Black
1500,1393,-1,3,-2,White
2341,2335,1,0,0,Draw
2322,2275,1,-1,-1,White
2090,2315,0,0,1,Black
2308,2095,-3,-1,0,White
2251,2294,1,0,1,Black
2292,1854,-2,-3,0,White
2301,2275,2,0,0,Black
2384,2234,5,1,0,Black
2107,2222,1,0,1,Black
2209,2115,-4,0,0,White
1349,1364,1,0,1,Black
2196,2199,-1,-1,-1,White
2124,2195,-4,-2,0,White
1811,1755,-2,-1,0,White
1652,1677,3,2,0,Black
1672,1648,-5,-2,0,White
1665,1708,1,-2,-1,White
1635,1671,1,0,-3,White
1677,1691,-2,-1,2,Black
1661,1671,1,2,1,Black
1665,1609,1,0,-1,White
1671,1706,0,1,0,Black
1653,2044,-3,0,-1,White
1668,1723,-1,0,1,Black
1658,1633,-2,0,-1,White
1810,1949,1,1,1,Black
1126,1152,-2,1,-1,Black
1126,1127,-1,-1,-1,White
1127,1161,-2,3,-2,White
1608,1674,1,1,1,Black
2197,2140,-1,-1,-1,White
2273,1654,0,0,-1,White
2097,1654,0,0,2,Black
1560,1422,-1,0,-1,White
1289,1377,1,0,0,Black
1301,1478,-2,1,1,Black
1318,1336,2,3,0,Black
1933,1741,0,0,-1,White
1830,1897,4,1,1,Black
1085,1894,-3,2,1,Black
1880,1507,-1,-1,-1,White
1758,1852,0,1,3,Black
1836,1500,0,0,-1,White
1622,1830,2,3,-1,Black
1834,1691,-2,0,1,Draw
1561,1802,3,1,0,Black
2064,1974,-1,4,-1,White
2125,2046,3,3,-1,Draw
2035,2016,-5,0,0,White
1930,2032,0,-1,-2,White
2021,2034,-5,0,-2,White
2012,2044,0,-1,0,Draw
1993,2024,-1,-1,0,White
2012,2039,0,-2,-1,White
2451,1981,2,0,2,Black
1740,1748,1,0,1,Black
2000,1597,2,0,0,Black
943,1013,-1,1,1,Black
1486,994,1,1,-1,Black
1044,998,0,0,2,Black
1159,911,0,-2,2,Black
810,1133,0,0,0,White
1009,865,0,0,-1,White
920,1034,2,-3,3,Black
1116,1407,3,0,2,Black
1248,1295,4,-2,1,Black
1159,1248,2,-1,0,White
1347,1215,-1,3,-2,White
1914,1951,-1,-1,0,Black
1847,1507,-2,2,-2,Black
1833,1451,-4,2,-1,White
1462,1573,-2,1,-1,White
1438,1500,-1,-1,0,White
1346,1175,2,0,-1,Black
1343,1260,0,-3,2,Black
1299,1330,0,2,1,Black
1231,1479,1,1,1,Black
1990,1615,-2,0,-1,White
1572,1500,2,1,-1,White
1524,1789,1,3,0,Black
1514,1813,3,2,0,Black
1483,1526,-1,-1,-1,White
2158,1830,0,0,0,Black
1504,1281,-4,0,0,White
1579,1263,-2,1,-2,White
1696,1730,-3,0,-1,White
1694,1704,1,-1,-1,White
1683,1684,6,-2,1,Black
1802,1765,1,2,0,Black
2129,2193,-7,0,2,Black
2197,1910,5,2,1,Black
2051,2166,0,2,1,Black
1845,2199,0,0,-1,White
1884,1863,-3,0,-1,White
1893,1890,0,0,-3,White
1865,1884,1,0,1,Black
1904,1890,-1,0,-1,White
1886,1756,-2,0,0,White
1892,1911,3,1,-1,Black
1889,1726,-2,-2,-1,White
2249,1882,1,2,0,Black
1888,1888,-1,-1,1,White
1894,1898,2,0,-1,Black
1300,1294,-1,1,-1,White
1291,1292,0,-1,2,Black
1500,1513,1,-3,-1,White
1435,1526,0,0,1,White
1761,1726,-3,-3,0,White
1561,1500,3,0,2,Black
1735,1809,3,1,-2,Draw
1724,1664,-1,2,0,White
1753,1711,0,-2,-1,Black
1718,1746,0,-2,0,Black
1710,1710,0,2,2,Black
1710,1741,2,-1,-1,Draw
1769,1639,2,1,1,Black
1534,1745,2,1,1,Black
1505,1717,-3,0,1,Black
1588,1526,-2,1,2,Black
1436,1662,-3,1,-1,White
1264,1220,1,1,1,Black
1236,1228,-3,2,-2,White
1884,1610,6,2,0,Black
1884,1309,1,-1,-1,White
1877,1884,1,0,1,Black
1884,1947,-5,1,0,Draw
1884,1903,2,1,1,Black
1906,1964,4,1,-3,White
1783,1785,-6,1,1,White
1808,1960,2,-2,1,Black
1753,1837,2,0,2,Black
1871,1738,1,-2,3,Black
1722,1910,1,-3,-1,White
1793,1606,-1,0,1,Black
1155,1177,-1,-1,-2,Black
2473,2638,6,2,1,Black
2472,2220,0,2,-4,White
2159,2455,-1,2,2,Black
2310,2471,-1,-2,-1,White
2001,1805,-2,0,-1,White
1781,1996,0,1,1,Black
2263,1975,1,0,1,Black
1983,2117,5,1,1,Black
1964,2184,-1,-1,-1,White
2316,1943,0,0,1,Black
2022,1928,4,0,1,Black
1793,1677,-1,1,3,Black
1783,1807,-2,-1,-2,White
1566,1552,1,2,-2,White
1721,1559,-5,0,-1,White
1555,1460,2,-1,-1,White
1563,1559,-1,1,1,Black
1556,1686,-2,-1,-1,White
2201,2162,-2,1,0,Draw
2162,2109,-1,1,2,Black
1904,1899,-1,2,0,Black
1876,1847,0,-2,1,White
1866,1854,-1,-1,0,Black
1779,1803,0,0,1,Black
1775,1774,-4,-1,0,White
1527,1556,1,1,0,Black
1216,1526,1,0,1,Black
1368,1626,1,0,-2,White
1430,1367,2,2,1,Black
2228,2186,1,1,1,Black
2160,2145,1,0,-1,White
2185,2208,6,3,0,Black
2185,2230,2,0,1,Black
2319,2206,-1,-1,-1,White
2236,2197,5,-2,0,White
2203,2143,-1,0,0,Draw
2157,2162,1,2,0,Black
2200,2109,0,1,1,Black
1934,1448,0,1,-4,White
1654,1453,-2,-4,0,White
1462,1529,0,1,2,Black
1592,1529,1,2,1,Black
2084,2075,-4,-2,0,White
2077,2089,-3,6,0,Black
2080,2096,-1,0,-2,White
2073,2042,0,-1,-1,White
2110,2064,1,1,1,Black
2062,2053,3,0,1,Black
2046,1999,0,1,-3,White
1534,1540,2,-1,0,Draw
1175,1283,3,1,-2,Black
1165,1393,-3,-2,-1,Draw
1798,1586,-4,-1,0,White
1595,1770,0,0,2,Black
1265,1282,3,-1,0,Black
1945,1634,-1,1,-1,White
902,1958,1,1,1,Black
1829,1824,-1,1,1,Black
1971,1819,1,-3,0,White
1558,1710,-1,-1,-3,White
1273,1287,-1,-1,1,Black
1682,1523,2,0,-2,White
2407,1979,-2,-2,-1,White
1943,1970,0,1,1,Black
1863,1736,-3,-2,2,Black
1867,1874,1,0,2,Black
2227,1832,-1,-1,1,Black
1419,1390,1,2,-2,White
1290,1284,-3,-3,0,White
2022,2151,4,-1,0,Black
2335,2133,1,2,0,Black
2147,2067,1,2,1,Black
1983,2140,8,0,2,Black
2128,1822,-3,-2,-1,White
1459,1497,4,1,1,Black
1943,1820,-5,-2,1,White
1851,1826,-1,-2,-1,White
1837,1745,2,-2,2,Black
1796,1856,1,2,-3,White
1187,1434,-1,0,0,Black
1480,1215,-3,-1,0,White
1226,1475,5,1,0,Black
1925,2126,3,-1,-2,White
1919,1731,1,3,-2,White
1934,1829,-4,0,3,Black
1931,1555,0,-1,-1,White
1928,1622,-2,2,-2,White
1924,1628,-3,0,-1,White
1921,1599,-5,0,-1,White
1904,2082,-3,-3,0,White
1897,1768,2,-1,-1,White
1888,1819,-1,-1,-2,White
1571,1828,1,0,1,Black
1712,1797,4,0,1,Black
1706,1871,-2,-1,2,Black
2136,1953,7,2,-2,Black
1959,2124,2,-1,1,Black
2022,2169,3,0,0,White
1237,1338,2,-4,3,Black
1345,1433,0,1,2,Black
1819,1643,-2,0,-1,White
2032,1628,3,-4,0,White
2027,1682,1,2,-2,White
1874,1995,1,-1,3,Black
1276,1154,1,-1,-1,White
1583,1335,-1,0,-2,White
2021,1921,-4,0,-1,White
1930,1979,0,2,1,Black
2000,1908,7,2,0,Black
1707,1734,4,0,2,Black
1500,1603,2,-3,0,White
1592,1745,3,2,0,Black
2099,2104,1,0,1,Draw
2105,2075,0,-1,1,Black
1450,1799,5,1,0,Black
1630,1630,-2,2,2,Black
1515,2028,3,1,0,Black
1500,1515,-2,0,-2,White
2323,1515,6,0,0,White
1489,1970,-2,0,-1,White
1464,2053,-1,-1,-1,White
1724,1724,-2,-1,-1,White
2304,2178,-2,-4,-1,White
2129,2160,-6,0,0,White
1759,1782,1,-1,1,Black
1795,1747,0,0,0,Black
1833,1802,-5,-3,1,White
1783,1760,-4,0,0,White
1688,1741,4,0,1,Black
1923,1990,-3,0,-2,White
2124,1987,-2,1,-1,White
1703,1711,-1,1,2,Black
1559,1698,2,0,1,Black
1693,1687,2,0,0,Black
1464,1416,2,-1,-2,White
2124,2114,-2,1,0,Black
1682,2110,0,-1,2,Black
2100,2020,0,-1,-1,White
1899,2068,1,0,2,Black
1820,1904,1,-5,1,Draw
2070,1833,0,-1,-1,White
1937,2058,2,1,0,Black
1584,1454,0,2,-3,White
1585,1439,0,-1,1,Black
1302,1465,-2,0,-1,White
1545,1451,0,0,1,Black
1352,1343,3,-2,1,Black
1734,1744,0,0,-1,White
1846,1648,-4,0,-2,Black
1840,1655,-3,-3,1,White
1834,1663,-2,-3,-1,White
1850,1639,-1,-4,3,Black
1845,1646,1,0,-3,White
1851,1638,0,-1,0,Draw
1595,1533,-3,4,2,Black
1602,1759,1,0,1,Black
1350,1301,-8,-1,0,White
1580,1500,-2,-1,0,Black
1960,1942,0,-1,-1,White
1751,1628,0,0,1,Black
1644,1649,-2,-1,0,White
1568,1459,-2,0,-1,White
1567,1589,0,0,1,Draw
1548,1556,-1,-3,3,Black
1566,1617,3,2,-2,Black
1513,1540,1,-1,0,Black
2023,2070,-2,0,-2,White
2073,2017,0,0,1,Black
2069,2016,1,-4,2,White
1994,2054,-5,4,1,Black
2046,1990,2,-6,1,White
1219,1209,1,-1,0,Black
1240,1204,-2,-2,3,Black
1855,1970,-4,0,2,Black
1970,2279,3,2,1,Black
1979,2058,1,2,1,Black
2004,1915,-3,1,2,Black
1828,2019,-2,1,-1,White
2013,1867,-6,-1,0,White
1548,1538,0,0,-1,White
1696,1332,-2,-2,0,White
1494,1801,3,1,1,Black
1745,1848,0,-1,-1,White
1776,1731,3,4,1,Black
1349,1356,0,-3,0,White
1354,1356,-4,1,-2,White
1789,1899,4,0,0,Black
1880,1679,-2,0,0,White
1964,2005,3,1,1,Black
1935,1759,-2,0,-1,White
1877,1281,-2,0,-2,White
1797,1877,-1,0,2,Black
1784,1823,0,0,-1,White
1727,1774,3,-1,2,Black
1760,1814,-3,0,-1,White
1916,1767,-4,0,-1,White
1913,1775,-8,3,-4,White
1758,1934,-3,0,1,White
2268,2202,0,1,-1,White
2194,2289,-4,-1,0,White
1576,1880,2,0,0,Black
1640,2045,-1,1,1,Black
1654,1142,0,1,1,Black
1644,1723,2,2,-4,White
1625,1909,0,1,1,Black
2395,2385,0,1,0,Black
2309,2390,2,1,0,Black
2390,2310,-4,0,0,White
2401,1893,-4,0,0,Black
2393,2485,2,1,-4,White
1577,1356,-1,-1,0,White
1566,1234,0,-1,0,White
1551,1254,-2,-6,0,White
1115,1543,3,-1,1,Black
1334,1516,4,1,0,Black
1497,1209,0,0,-2,White
1309,1491,2,1,1,Black
1304,1497,1,0,0,Draw
1972,2060,1,0,-1,White
2075,1773,-2,0,-1,White
1608,1983,1,1,1,Black
1525,1462,-6,3,1,White
1515,1535,-3,-1,1,White
1799,1634,0,0,1,Black
1500,1609,2,0,2,Black
1596,1703,-2,-1,-1,White
1585,1581,-1,0,-2,White
1640,1581,5,0,0,Black
1903,1749,-3,2,1,Black
1759,1803,0,1,-1,Black
1751,1637,-1,-1,-2,White
1526,1768,0,-1,-1,White
1695,1759,0,0,2,Black
1520,1754,3,1,-1,Black
1743,1530,0,0,-2,White
1871,1726,3,0,1,Black
1733,1864,-2,0,1,Black
1839,1729,0,-2,-1,White
2013,2015,-1,0,-1,White
2023,1970,-2,0,-1,White
2059,2065,0,4,1,Black
1371,1451,3,0,0,Black
1355,1369,2,-1,0,Black
1359,1630,-2,-3,4,Black
1274,1368,1,1,2,Black
1845,1860,11,-4,2,Black
1082,1160,1,0,-1,White
1142,1136,1,0,-4,White
2319,2236,1,1,-3,White
2212,2349,0,1,-2,Draw
2236,2234,4,4,0,Black
2307,2259,-3,-1,-1,White
1444,1466,-1,1,-1,Black
1584,1603,-2,0,0,White
1140,1121,0,-2,1,White
1664,1603,0,-1,-1,White
1654,1596,-5,0,0,White
2035,1989,1,1,-2,White
1998,1962,-1,-1,-2,White
1161,1482,0,1,2,Black
1288,1364,1,-2,1,Black
1779,1864,-5,-2,-1,White
1665,1786,3,0,1,Draw
1769,1673,-1,-2,0,White
1681,1749,3,0,1,Black
1725,1690,1,-2,0,White
1699,1663,-1,0,-1,White
1662,1748,2,1,-2,White
1357,1651,4,3,0,Black
1370,1639,2,1,2,Black
1868,1906,-1,-2,5,Black
1839,1881,-3,-1,2,Black
1869,1998,3,-2,-1,White
2019,1996,-5,-1,-1,White
1562,1539,-1,-1,3,Black
1466,1440,2,1,0,Black
1677,1685,1,-1,-1,White
1966,1571,-3,3,0,Black
1575,1484,1,-1,-1,White
1374,1375,9,1,0,Black
1384,1274,0,0,0,Draw
1428,1387,-1,0,1,Black
1424,1452,0,2,3,Black
1401,1376,-3,0,0,Black
1922,2020,4,1,1,Black
1880,1873,0,-3,-1,White
1884,1869,6,0,1,Black
2116,2117,1,1,1,Black
1619,1744,-5,0,0,White
2205,2051,-3,-1,-1,White
2174,2091,0,-1,-2,White
2109,2130,-2,2,1,Black
1996,2091,-3,1,1,Black
2036,2006,-2,-1,-1,White
1953,1973,1,1,1,Black
1898,1889,-2,0,-2,White
1905,2022,0,2,1,Black
1492,1519,-2,2,1,Black
1522,1487,3,-1,1,Black
1458,1441,-2,0,1,White
1431,1441,-1,1,1,Black
1457,1415,0,3,-1,Black
1390,1390,-3,-1,0,White
1923,1946,5,2,0,Black
1922,1935,3,-3,-1,Black
1918,1817,-1,2,-2,White
1953,1912,-1,0,1,Black
1899,1976,-2,1,-1,White
1962,1908,0,1,-2,White
1795,1783,-1,-1,-1,White
2394,2192,2,-1,0,Black
2133,2388,3,-3,2,Black
2386,1827,1,0,-2,White
1893,2384,-2,1,2,Black
2238,2375,-1,0,2,Black
2312,2362,0,-1,1,Black
2177,2384,-3,1,1,White
2380,2004,-4,-2,1,White
1500,1500,3,1,0,Black
1840,1838,1,0,1,Black
1755,1838,3,1,1,Black
1849,1929,2,-2,0,Black
1719,1790,0,2,0,White
2068,2073,0,-1,-2,White
2078,2067,0,0,1,Black
1896,1909,-3,-2,3,Black
1873,1843,1,-1,0,White
1849,1846,0,0,0,Black
1848,1814,0,1,1,Black
1857,1776,1,-1,-1,Black
1743,1741,0,0,0,White
1659,1711,-1,0,2,Black
1739,1708,3,3,-2,Draw
1651,1742,-1,-2,-1,White
1853,1481,-5,0,-1,White
1879,1663,1,0,3,Black
1790,1882,-2,1,1,Black
1898,1772,0,0,-1,White
1744,1923,3,1,-2,White
1382,1254,2,0,-1,White
1268,1127,2,-1,2,Black
1248,1246,3,2,0,White
1453,1426,-5,-1,0,White
1496,1588,-1,0,2,Black
1995,2167,-5,3,-2,White
1990,2113,-1,0,2,Black
1993,2152,0,-2,1,Black
1993,2106,4,-1,-1,Draw
1476,1701,3,1,0,Black
1476,1785,1,-2,1,White
1436,2407,-3,0,1,Black
1458,1477,0,0,3,Black
1175,1379,2,1,2,Black
1178,1618,3,6,-1,Black
1374,1510,4,0,0,Black
1379,1516,-2,-2,2,Draw
1506,1295,-1,1,-1,White
1274,1495,1,0,1,Black
1480,1346,-4,0,0,White
1055,1034,2,-2,-1,White
1372,1500,0,-2,2,Black
1880,1826,8,0,1,Black
2264,1924,1,0,-1,White
2335,2237,0,0,1,Black
1561,1475,-1,1,-2,White
1538,1549,0,-1,2,Black
1488,1511,-3,-2,1,White
1471,1476,-1,1,0,White
1459,1422,1,0,3,Black
1880,1814,-2,1,-1,White
1890,1916,1,-1,0,Draw
1912,1929,0,0,-1,White
1180,1131,-3,-2,0,White
1160,1162,7,3,-1,Black
1172,1210,2,0,1,Black
1202,1147,4,1,1,Black
1159,1141,-2,0,2,Black
1154,1111,-4,0,3,Black
1507,1432,-7,-2,1,White
1346,1438,6,1,1,Black
2135,2144,4,1,-2,Black
2140,2036,3,-3,3,Black
1698,1384,0,2,-2,White
1414,1361,0,-2,3,Black
1427,1423,-2,1,0,Black
970,1425,1,1,0,Black
1429,1528,-2,2,0,White
1572,1437,2,0,-1,White
1822,1539,1,2,-3,White
1968,2118,1,0,2,Black
1674,1687,0,0,1,Black
1578,1677,-6,1,-1,White
1663,1673,1,-1,0,Black
1579,1626,1,-1,1,Black
1641,1592,1,1,2,Black
1374,1634,0,1,1,Black
1683,1651,-2,1,-2,White
1412,1643,2,1,1,Black
1472,1083,-2,-1,-1,White
1082,1080,4,-1,1,Black
1567,1561,-1,-1,-1,White
1600,1545,0,0,1,Black
1522,1541,1,-3,0,White
1582,1493,-1,3,0,Black
1381,1365,-2,1,-3,White
1259,1316,1,-2,2,Black
1816,1733,-2,1,3,Black
1777,1648,0,0,1,Black
1652,1624,-1,3,0,Black
1676,1256,2,-3,-1,White
1671,1690,1,0,1,Black
1925,1859,-2,-1,-1,White
